special_id,canonical_or_tag,general_overlap,previous_product_fit_verdict,final_reverse_audit_verdict,final_reason,general_discoverability_note,provenance_note,source_batch
796,censored with cum,YES,KEEP,KEEP_SPECIAL,censored with cumはfluid・排泄・授乳などのspecific state/actionを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
797,hand on own penis,YES,KEEP,KEEP_SPECIAL,hand on own penisは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
798,penis under another's clothes,YES,KEEP,KEEP_SPECIAL,penis under another's clothesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
799,tape on nipples,YES,KEEP,KEEP_SPECIAL,tape on nipplesは特殊な露出・衣服越し状態・body-site/object placementを明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
800,sexual coaching,YES,KEEP,KEEP_SPECIAL,sexual coachingはactor/target・role・consent・implied/intensityを含む独立した性的文脈を明示的に探して選択するdeep-discovery価値があるため、General exact overlapがあってもKEEP_SPECIAL。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B1
801,penis in panties,YES,KEEP,KEEP_SPECIAL,penis in pantiesは通常の服ではなく、性器/乳房の特殊露出・遮蔽・衣服越し接触を指定するfetish-specific visual state。,General exact canonical=penis_in_panties; 日本語表示=パンティーの中のペニス; 日本語search=パンティーのペニス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
802,blue nipples,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=blue_nipples; 日本語表示=青い乳首; 日本語search=青い乳首; #64 browse path=BODY_PART.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
803,smelling penis,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=smelling_penis; 日本語表示=ちん嗅ぎ; 日本語search=ちん嗅ぎ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
804,nipple-to-nipple,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=nipple-to-nipple; 日本語表示=乳首同士; 日本語search=乳首同士; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
805,paizuri invitation,YES,KEEP,KEEP_SPECIAL,paizuri invitationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,General exact canonical=paizuri_invitation; 日本語表示=谷間くぱぁ; 日本語search=谷間くぱぁ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
806,penis on stomach,YES,KEEP,KEEP_SPECIAL,penis on stomachはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,General exact canonical=penis_on_stomach; 日本語表示=腹部に乗った陰茎; 日本語search=腹部の陰茎; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
807,cum bubble,YES,KEEP,KEEP_SPECIAL,FLUID_STATE_ACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=cum_bubble; 日本語表示=精液の泡; 日本語search=精液泡泡; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
808,oyakodon (sex),YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=oyakodon_(sex); 日本語表示=母娘丼; 日本語search=母娘丼; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
809,implied incest,YES,KEEP,KEEP_SPECIAL,implied incestはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,General exact canonical=implied_incest; 日本語表示=近親相姦を示唆; 日本語search=近親相姦を示唆; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
810,flat chastity cage,YES,KEEP,KEEP_SPECIAL,RESTRAINT_IMPLEMENTとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=flat_chastity_cage; 日本語表示=フラット貞操帯; 日本語search=フラット貞操帯; #64 browse path=OBJECT_PROP/DAILY.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
811,unusual insertion,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=unusual_insertion; 日本語表示=特殊な挿入; 日本語search=タグ「unusual insertion」; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
812,cleanup fellatio,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=cleanup_fellatio; 日本語表示=お掃除フェラ; 日本語search=お掃除フェラ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
813,lipstick mark on testicles,YES,KEEP,KEEP_SPECIAL,lipstick mark on testiclesはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,General exact canonical=lipstick_mark_on_testicles; 日本語表示=玉キスマーク; 日本語search=玉キスマーク; #64 browse path=COLOR_APPEARANCE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
814,precum through clothes,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=precum_through_clothes; 日本語表示=服越しの先走り汁; 日本語search=服越しの先走り汁; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
815,penis on head,YES,KEEP,KEEP_SPECIAL,penis on headはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,General exact canonical=penis_on_head; 日本語表示=頭に乗ったペニス; 日本語search=頭のペニス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B2
