row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-003872,zentreya_(dragon),Character,856,Zentreya（Dragon）,Zentreya（Dragon）,日本語定着表記と形態名の追加確認が必要,character_review_final_batch061.csv
I70-037279,wonder_woman_(series),Copyright,855,ワンダーウーマン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037283,senjou_no_valkyria_1,Copyright,849,戦場のヴァルキュリア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037286,fate/unlimited_blade_works,Copyright,847,Fate/stay night [Unlimited Blade Works],,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037288,koumajou_densetsu,Copyright,844,紅魔城伝説 緋色の交響曲,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037290,pixiv_fantasia_fallen_kings,Copyright,843,pixivファンタジア Fallen Kings,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003934,vedal987,Character,841,Vedal,Vedal,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv
I70-003943,march_7th_(hunt)_(honkai:_star_rail),Character,839,三月なのか（巡狩）,三月なのか（巡狩） | 三月なのか（仙舟）,形態名の日本語公式表記確認が必要,character_review_final_batch061.csv
I70-037293,piapro_studio,Copyright,838,Piapro Studio,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-003953,angelica_(project_moon),Character,837,アンジェリカ,アンジェリカ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-003962,big_bad_wolf,Character,835,大きな悪いオオカミ,大きな悪いオオカミ | 悪いオオカミ,日本語定着訳の追加確認が必要,character_review_final_batch061.csv
I70-003968,yae_sakura_(gyakushinn_miko),Character,835,八重桜（逆神の巫女）,八重桜（逆神の巫女） | 逆神の巫女,形態名とキャラクター日本語名の対応確認が必要,character_review_final_batch061.csv
I70-003969,yao_guang_(honkai:_star_rail),Character,835,爻光,爻光,日本語版での読み・公式表記確認が必要,character_review_final_batch061.csv
I70-003977,protagonist_(metaphor:_refantazio),Character,834,主人公（メタファー：リファンタジオ）,主人公（メタファー：リファンタジオ） | 旅の少年,公式名と主人公ラベルの運用確認が必要,character_review_final_batch061.csv
I70-037301,valkyrie_profile_(series),Copyright,834,ヴァルキリープロファイル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-003983,ariane_yeong,Character,832,Ariane Yeong,Ariane Yeong,日本語公式表記を確認できず原語保持,character_no_trusted_ja_batch010.csv
I70-003986,arcane_caitlyn,Character,831,ケイトリン・キラマン（Arcane）,ケイトリン・キラマン（Arcane）,日本語版フルネーム表記の追加確認が必要,character_review_final_batch061.csv
I70-003992,tsukumo_sana_(1st_costume),Character,831,Tsukumo Sana（1st costume）,Tsukumo Sana（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv
I70-003995,houlen_yabusame,Character,829,鳳聯藪雨,鳳聯藪雨,日本語表記と読みの追加確認が必要,character_review_final_batch061.csv
I70-003998,ukinami_yuzuha_(tanuki_in_broad_daylight),Character,829,浮波柚葉（晴天の化け狸）,浮波柚葉（晴天の化け狸） | 晴天の化け狸,新規キャラクターと衣装名の日本語公式表記確認が必要,character_review_final_batch061.csv
I70-037304,sunrise_(company),Copyright,829,サンライズ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037305,kingdom_hearts_i,Copyright,828,キングダム ハーツ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-004033,han_sooyoung,Character,822,ハン・スヨン,ハン・スヨン | 韓秀英,日本語版での表記を追加確認,character_review_final_batch061.csv
I70-004044,marina_(fear_&_hunger),Character,819,Marina,Marina | マリナ,日本語版での公式表記を追加確認,character_no_trusted_ja_batch010.csv
I70-004058,otonose_kanade_(1st_costume),Character,815,音乃瀬奏（通常衣装）,音乃瀬奏（通常衣装） | 音乃瀬奏,衣装呼称の公式表記を追加確認,character_review_final_batch061.csv
I70-004063,kokoro_(hakui_koyori),Character,814,ココロ,ココロ | kokoron,白上ではなく博衣こより関連キャラクターの公式表記を追加確認,character_review_final_batch061.csv
I70-004069,mizumiya_su,Character,813,水宮枢,水宮枢 | すう,,character_accepted_blank_batch057.csv
I70-004073,iwanaga_ariya,Character,812,岩永ありや,岩永ありや | いわながありや,日本語での正式表記を追加確認,character_review_final_batch061.csv
I70-004083,yuiman_asama,Character,811,ユイマン・浅間,ユイマン・浅間,二次創作系キャラクターの日本語正式表記を追加確認,character_review_final_batch061.csv
I70-004087,luo_xiaohei_(cat),Character,810,シャオヘイ（猫）,シャオヘイ（猫） | 羅小黒,,character_accepted_blank_batch057.csv
I70-037321,morenatsu,Copyright,810,漏れなつ。,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-004113,benikurage_(cookie),Character,804,BNKRG姉貴,BNKRG姉貴,ファン呼称系キャラクターの表示名を追加確認,character_review_final_batch061.csv
I70-004154,alpha_(pgr),Character,796,アルファ,アルファ,日本語版PGRでの正式キャラクター／機体名を追加確認,character_review_final_batch061.csv
I70-004155,anastasya_feodorovna_snezhnaya,Character,796,アナスターシャ・フョードロヴナ・スネージナヤ,アナスターシャ・フョードロヴナ・スネージナヤ | 氷の女皇,原神の最新公式日本語名を追加確認,character_review_final_batch061.csv
I70-004168,ao-chan_(ninomae_ina'nis),Character,794,Ao-chan,Ao-chan | あおちゃん,公式日本語表記を追加確認,character_no_trusted_ja_batch010.csv
I70-004171,vivian_banshee_(iris_of_the_shore),Character,794,ビビアン（イチハツは水辺に咲いて）,ビビアン（イチハツは水辺に咲いて） | イチハツは水辺に咲いて,衣装・形態名の公式表記を追加確認,character_review_final_batch061.csv
I70-037339,ace_attorney_investigations,Copyright,793,逆転検事,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-004176,chen_(cat),Character,792,橙（猫）,橙（猫） | 橙,,character_accepted_blank_batch057.csv
I70-004183,sunny_(shadow_slave),Character,792,Sunny,Sunny,日本語版・邦訳での確立した表記を追加確認,character_no_trusted_ja_batch010.csv
I70-004193,sukoya_kana_(1st_costume),Character,790,健屋花那（通常衣装）,健屋花那（通常衣装） | 健屋花那,衣装呼称の公式表記を追加確認,character_review_final_batch061.csv
I70-004197,heixiu,Character,789,ヘイシュウ,ヘイシュウ | 黑咻,日本語公式表記を追加確認,character_review_final_batch061.csv
I70-004209,smol_ame,Character,787,スモールアメ,スモールアメ | Smol Ame,ファン形態名の日本語表記を追加確認,character_review_final_batch061.csv
I70-004214,female_mage_(dungeon_and_fighter),Character,785,女メイジ,女メイジ | 女法,日本語公式職名を追加確認,character_review_final_batch061.csv
I70-004218,jeanne_d'arc_(swimsuit_archer)_(second_ascension)_(fate),Character,784,ジャンヌ・ダルク（水着アーチャー・第二再臨）,ジャンヌ・ダルク（水着アーチャー・第二再臨） | ジャンヌ・ダルク（水着）,再臨別表記を追加確認,character_review_final_batch061.csv
I70-037345,amazon_(company),Copyright,783,Amazon,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-004235,noelle_holiday_(dark_world),Character,780,ノエル（ダークワールド）,ノエル（ダークワールド） | ノエル,形態区分の日本語表記を追加確認,character_review_final_batch061.csv
I70-037347,2026_fifa_world_cup,Copyright,780,2026 FIFAワールドカップ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-004240,medusa_(casual_wear)_(fate),Character,778,メドゥーサ（私服）,メドゥーサ（私服） | メドゥーサ,衣装名の公式日本語表記を追加確認,character_review_final_batch061.csv
I70-004241,minamoto_no_raikou_(first_ascension)_(fate),Character,778,源頼光（第一再臨）,源頼光（第一再臨） | 源頼光,再臨別表記を追加確認,character_review_final_batch061.csv
I70-004251,fuwa_minato,Character,776,不破湊,不破湊,既存候補がファンタグのみのため表記を追加確認,character_review_final_batch061.csv
I70-004252,hat_kid,Character,776,ハットキッド,ハットキッド | 帽子の子供,日本語公式表記を追加確認,character_review_final_batch061.csv
I70-004257,katarina_(league),Character,775,カタリナ,カタリナ | カタリナ・デュ・クートー,日本語公式表記を追加確認,character_review_final_batch061.csv
I70-004258,lilith_(second_ascension)_(fate),Character,775,リリス（第二再臨）,リリス（第二再臨） | リリス,再臨別表記を追加確認,character_review_final_batch061.csv
I70-045513,miyasu_risa,Artist,774,みやすりさ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-037357,the_little_mermaid_(disney),Copyright,773,リトル・マーメイド,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-004285,wuxian_(the_legend_of_luo_xiaohei),Character,771,無限,無限 | Wuxian,日本語版での固有名表記を追加確認,character_review_final_batch061.csv
I70-037360,grandia_i,Copyright,771,グランディア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-004288,cinderella_(crystal_wave)_(nikke),Character,770,シンデレラ：クリスタルウェーブ,シンデレラ：クリスタルウェーブ | シンデレラ,衣装名の公式表記を追加確認,character_review_final_batch061.csv
I70-037362,resident_evil_2_(remake),Copyright,770,バイオハザード RE:2,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
