row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,related_copyright_top1,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-018951,slaanesh,122,slaanesh,,no reliable Japanese evidence,warhammer_40k,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018964,yamato_takeru_(third_ascension)_(fate),122,yamato takeru (third ascension) (fate),,multiple/conflicting Japanese candidates,fate_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018965,yano_kuromu_(1st_costume),122,yano kuromu (1st costume),,multiple/conflicting Japanese candidates,vspo!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018968,zuihou_kai_ni_(kancolle),122,zuihou kai ni (kancolle),,no reliable Japanese evidence,kantai_collection,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018975,aponia_(mesmerizing_blue),121,aponia (mesmerizing blue),,multiple/conflicting Japanese candidates,honkai_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018987,cloud_strife_(ball_gown),121,cloud strife (ball gown),,multiple/conflicting Japanese candidates,final_fantasy,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-018993,female_sensei_(blue_archive)_(mikazukimo_478),121,female sensei (blue archive) (mikazukimo 478),,multiple/conflicting Japanese candidates,blue_archive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019003,irys_(holonatsu_paradise)_(hololive),121,irys (holonatsu paradise) (hololive),,multiple/conflicting Japanese candidates,hololive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019004,iyo_(fate),121,iyo (fate),,non-Japanese/simplified-Chinese evidence,fate/grand_order,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019018,male_alear_(fell_child)_(fire_emblem),121,male alear (fell child) (fire emblem),,multiple/conflicting Japanese candidates,fire_emblem,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019022,menace_mamaki_(1st_costume),121,menace mamaki (1st costume),,multiple/conflicting Japanese candidates,indie_virtual_youtuber,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019025,milk-chan_(milk_series),121,milk-chan (milk series),,multiple/conflicting Japanese candidates,milk_inside_a_bag_of_milk_inside_a_bag_of_milk,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019027,mincy_(omori),121,mincy (omori),,multiple/conflicting Japanese candidates,omori,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019034,narita_taishin_(casual)_(umamusume),121,narita taishin (casual) (umamusume),,multiple/conflicting Japanese candidates,umamusume,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019038,nira-chan_(obenkyou_shitoiteyo)_(zutomayo),121,nira-chan (obenkyou shitoiteyo) (zutomayo),,multiple/conflicting Japanese candidates,obenkyou_shitoiteyo,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019041,oumiya_emma,121,oumiya emma,,multiple/conflicting Japanese candidates,indie_virtual_youtuber,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019046,princess_koyuki_(cocri),121,princess koyuki (cocri),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019047,qinglong_(housamo),121,qinglong (housamo),,multiple/conflicting Japanese candidates,tokyo_afterschool_summoners,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019052,rococo_(omori),121,rococo (omori),,multiple/conflicting Japanese candidates,omori,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019059,seha_lee,121,seha lee,,no reliable Japanese evidence,closers,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019067,sir_pentious,121,sir pentious,,multiple/conflicting Japanese candidates,hazbin_hotel,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019071,sv-98_(mod3)_(girls'_frontline),121,sv-98 (mod3) (girls' frontline),,multiple/conflicting Japanese candidates,girls'_frontline,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019077,timick_(isa-415810),121,timick (isa-415810),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019080,twenty-fifth_bam,121,twenty-fifth bam,,multiple/conflicting Japanese candidates,tower_of_god,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019092,akiyama_fumika_(pepper0),120,akiyama fumika (pepper0),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019101,blitzcrank_(league),120,blitzcrank (league),,no reliable Japanese evidence,league_of_legends,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019102,blubberbeast_(genshin_impact),120,blubberbeast (genshin impact),,multiple/conflicting Japanese candidates,genshin_impact,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019105,constantine_xi_(third_ascension)_(fate),120,constantine xi (third ascension) (fate),,multiple/conflicting Japanese candidates,fate_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019109,debbie_grayson,120,debbie grayson,,multiple/conflicting Japanese candidates,invincible_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019111,dovakini-chan_(nisetanaka),120,dovakini-chan (nisetanaka),,multiple/conflicting Japanese candidates,the_elder_scrolls,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019113,elizabeth_rose_bloodflame_(holonatsu_paradise),120,elizabeth rose bloodflame (holonatsu paradise),,multiple/conflicting Japanese candidates,hololive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019122,higashikata_jobin,120,higashikata jobin,,non-Japanese/simplified-Chinese evidence,jojo_no_kimyou_na_bouken,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019123,hime-chan_(ramchi),120,hime-chan (ramchi),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019129,kagano_ai,120,kagano ai,,no reliable Japanese evidence,mahou_shoujo_ai,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019135,kirara_(cat)_(genshin_impact),120,kirara (cat) (genshin impact),,non-Japanese/simplified-Chinese evidence,genshin_impact,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019144,lucina_(cipher_swimsuit)_(fire_emblem),120,lucina (cipher swimsuit) (fire emblem),,multiple/conflicting Japanese candidates,fire_emblem,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019156,ol-chan_(ol_mahonanoka),120,ol-chan (ol mahonanoka),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019161,rin_penrose,120,rin penrose,,multiple/conflicting Japanese candidates,chromashift,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019168,salesperson_ena,120,salesperson ena,,multiple/conflicting Japanese candidates,ena_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019169,sang_yi_(project_moon),120,sang yi (project moon),,multiple/conflicting Japanese candidates,limbus_company,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019176,shirase_maki,120,shirase maki,,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019178,sirius_symboli_(casual)_(umamusume),120,sirius symboli (casual) (umamusume),,multiple/conflicting Japanese candidates,umamusume,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019179,slave_rain,120,slave rain,,multiple/conflicting Japanese candidates,ts_magical_girl_nao,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019192,twin_braids_sister_(ironlily),120,twin braids sister (ironlily),,multiple/conflicting Japanese candidates,ordo_mediare_sisters_(ironlily),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019196,yahata_umiri_(lupo),120,yahata umiri (lupo),,multiple/conflicting Japanese candidates,arknights,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019198,yu_(bosshi),120,yu (bosshi),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019199,yuel_(water)_(granblue_fantasy),120,yuel (water) (granblue fantasy),,multiple/conflicting Japanese candidates,granblue_fantasy,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019202,angel_(killer_chat),119,angel (killer chat),,multiple/conflicting Japanese candidates,killer_chat!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-019207,augustus_(path_to_nowhere),119,augustus (path to nowhere),,non-Japanese/simplified-Chinese evidence,path_to_nowhere,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
